,Unnamed: 0,0,gene_id
0,42182,0.0043760083319769,ENSG00000254672.1
1,24875,0.0040956869097857,ENSG00000223731.3
2,7216,0.003961800633344,ENSG00000136111.14
3,52254,0.0039397513982794,ENSG00000273311.1
4,13297,0.0039391597474962,ENSG00000172403.11
5,9220,0.0039308144179921,ENSG00000149527.18
6,59363,0.0039276471802578,ENSG00000286956.1
7,16715,0.0038923600511435,ENSG00000188487.12
8,44,0.0038781492861418,ENSG00000003987.14
9,7737,0.0038473117389175,ENSG00000138778.13
10,27089,0.0038293655267983,ENSG00000226961.3
11,14240,0.003820774668678,ENSG00000177200.17
12,58167,0.0038089460185785,ENSG00000285715.1
13,2818,0.0038024916022335,ENSG00000103449.12
14,44784,0.0037927819816291,ENSG00000259002.2
15,59934,0.0037911695511114,ENSG00000287535.1
16,3838,0.003778013553822,ENSG00000111011.18
17,46558,0.003765491592482,ENSG00000261329.6
18,58178,0.0037619484874085,ENSG00000285727.1
19,23074,0.0037539060233075,ENSG00000215199.3
20,60279,0.0037470577358004,ENSG00000287892.1
21,46469,0.0037428920636232,ENSG00000261207.1
22,16289,0.0037357130105866,ENSG00000186635.14
23,23616,0.0037275923931775,ENSG00000218857.1
24,43608,0.0037273894768336,ENSG00000257135.7
25,44578,0.0037208417740134,ENSG00000258765.1
26,58388,0.0037195038351279,ENSG00000285948.1
27,2054,0.0037179014979038,ENSG00000096070.19
28,9855,0.0036975220426963,ENSG00000155287.11
29,12098,0.0036836502451556,ENSG00000167487.12
30,31544,0.0036826883263329,ENSG00000233536.2
31,1922,0.0036761563095942,ENSG00000091262.16
32,3891,0.0036759445143611,ENSG00000111364.16
33,24039,0.0036713111878542,ENSG00000221716.1
34,12294,0.0036625596965244,ENSG00000168152.13
35,1025,0.0036608616242312,ENSG00000067900.8
36,10917,0.0036576660235024,ENSG00000163114.6
37,5035,0.0036574663921441,ENSG00000120318.16
38,35089,0.0036537647785281,ENSG00000239300.6
39,17807,0.0036537136224206,ENSG00000198673.10
40,31445,0.0036486145881972,ENSG00000233399.2
41,5334,0.0036389975565433,ENSG00000123066.9
42,50905,0.003635046933097,ENSG00000270964.1
43,42458,0.0036339682294205,ENSG00000254991.1
44,32589,0.0036262427537375,ENSG00000235062.4
45,51871,0.0036147636175627,ENSG00000272634.2
46,25860,0.0036145943709272,ENSG00000225177.6
47,38555,0.0036141035984079,ENSG00000249679.2
